编号	是什么	为什么	出处	何时消除
D205	原版 `blend_mode` 的 Add / Multiply / Screen 已接进我们自己的渲染路径，但只覆盖**表里能唯一确定**的帧：16 个资源目录 / 141 帧（Add 132 · Screen 8 · Multiply 1），其余目录（含 39 个「有名导出在这些帧上本来就没有非 Normal 实例」）保持 Unity 默认 Normal	`.sc` 的 `0c`(TAG_MOVIE_CLIP_3) 第 3 组 u8 数组 = blend_mode（`MovieClip.cpp::load()`）；我们恒以默认 `SpriteRenderer` 渲染，原版有、我们无 ⇒ 加/乘法/滤色三类发光件此前一律画成普通混合。**冲突不写是刻意的保守口径**：同一 shape 被多个有名导出以不同 blend 使用（例 `Effects/Spell` f396、f180-182）时，单帧渲染器无法分辨上下文 ⇒ 宁可不混合	出处 = `原版资源/sc/*_v215.sc`（逐实例递归展开）；生成器 `tools/probes/blend-index.py`（`--verify` 逐字节一致 + 值域只含 3/4/8）；生成物 `client/Assets/Scripts/View/SpriteBlendTable.cs`；着色器 `client/Assets/Shaders/SpriteBlend.shader` + `client/Assets/Scripts/View/SpriteBlendMaterial.cs`（共享材质，逐 renderer 染色走 `_RendererColor`/`_Flip`）；接线 = `client/Assets/Scripts/View/UnitView.cs`、`EffectsView.cs`、`PlacementIndicator.cs`；实机读数 = `.ai-tmp/test/blendimpl-live.txt`（pass=16/17，材质名与 `_SrcBlend`/`_DstBlend` 逐条对上）	未消除（**画面侧合成观感未复核**：`.ai-tmp/test/blend-impl-run.log` 的 step 3/4 两次截屏 **md5 相同**（`0e9fa0f28e3ba8efd838e41e45c91c6b`、35683 B）且 `unitRoot=NULL`、世界层被登录面板遮挡 ⇒ 该判据不成立，⛔ 未拿它当证据）。已补打包保底：`CR/SpriteBlend` 进 `client/ProjectSettings/GraphicsSettings.asset` 的 `m_AlwaysIncludedShaders`（备份 `.ai-tmp/test/GraphicsSettings.asset.bak-blend`）。冲突帧可按「(目录, 档位, 视角) → 导出」再加一层键消解 ★ 交叉面（`ct-apply` 的『需混合模式才能表达』6 条清单逐实例对 `.sc` 的结果）：5 条 `.sc` 说 Normal（`ghost` ord157 / `bar_flow` ord153 / 计时板 ord193 / 法术范围圈 shape221 / 军队整件染色）⇒ 按 Normal 处理；1 条两边都说非 Normal = Draft 槽 ord 201 = **Multiply(3)**（落在 UI 层、且是无名导出，不满足本表「只收有名导出」的闸门 ⇒ 交接 UI 片，`SpriteBlendMaterial.ForBlend(3)` 现成可用）。那 5 条缺的是**加色项能力**（`add=255`/`mul=0` 的纯 add），不是混合能力 ⇒ 同 `ct-apply` 的 `引擎问题.md` 那条，不重复登记。另：表内 `Effects/RangeRing` f294=Add 的出处是 `Poison_radius`(clip 826)，与法术范围圈 shape221 **不是同一张**；`PlacementIndicator.cs` 把 294 当敌方环用 ⇒ D206 成立。
D206	`Sprites/Effects/RangeRing` 的 f294 在原版是 Add（表内已登记）—— **已接线**：`PlacementIndicator.Reapply()` 在选定我方/敌方环后按表取共享材质（`SpriteBlendMaterial.For(ResPaths.EffectRangeRing, ResPaths.EffectRangeRingFriendly | EffectRangeRingHostile)`），兜底自制圆盘与表外帧一律回落默认材质（`sharedMaterial = null`）	同 D205 的出处；表键 = `Sprites/Effects/RangeRing`、帧号 294	出处 = `tools/probes/blend-index.py --report`（`Sprites/Effects/RangeRing 1 帧 [294]`）、`client/Assets/Scripts/View/SpriteBlendTable.cs`、`client/Assets/Scripts/View/PlacementIndicator.cs`（`Reapply()` 内）	已消除（⛔ 画面侧未复核，同 D205 的原因）
D208	`.sc` 的 `0x09` 颜色变换里的**加色项**（`add ≠ 0` / `mul = 0`）此前无法表达：我们只有「顶点色乘算」，乘不出「比图元更亮」或「换色相」的结果 ⇒ 一批件的最终色只能近似。**已补上能力**：① 精灵层 `client/Assets/Shaders/SpriteBlend.shader` 加 `_ColorMul` / `_ColorAdd`（片元先对图元自身做 `out = clamp(src*mul/255 + add)`、再叠顶点色；**默认值 = 恒等** ⇒ 不设这两项的材质与改动前逐像素一致）；② uGUI 层新增 `client/Assets/Shaders/UiColorTransform.shader`（`CR/UiColorTransform`，带 `UnityUI.cginc` 的裁剪/stencil，保留 `Image.color` 的顶点色语义）；③ 新增 `client/Assets/Scripts/View/SpriteColorTransformMaterial.cs`（按 7 字节取**共享材质**、两条路径各一份、带「假 null」活性复检，⛔ 不逐实例克隆）；④ 两份着色器都进 `client/ProjectSettings/GraphicsSettings.asset` 的 `m_AlwaysIncludedShaders`（出包不被 strip）	口径出处 = `github.com/scwmake/SupercellFlash`（commit `41e894d5a20cc17e47fe32db3106c4c1bec60a3e`）的 `ColorTransform.h/.cpp`：字段序 `add.r,add.g,add.b,alpha,mul.r,mul.g,mul.b`、应用式 `out_rgb = clamp(src*mul/255 + add)`、`out_a = clamp(src_alpha*alpha/255)`、**`255` = 1.0**；逐件 7 字节读数见 `tools/probes/sc-color-transform.py`（`--selftest` 15 PASS）	出处 = `client/Assets/Shaders/SpriteBlend.shader`、`client/Assets/Shaders/UiColorTransform.shader`、`client/Assets/Scripts/View/SpriteColorTransformMaterial.cs`、`client/Assets/Scripts/UI/Panels/HudPanel.cs`（计时板段）、`client/ProjectSettings/GraphicsSettings.asset`；编译 = `sources=156 (business=50) errors=0 warnings=3 PASS`；Unity 侧 `recompile_status=completed`、新着色器已导入（`UiColorTransform.shader.meta` guid `0f01364a53ad84d48989163443c6ada2`）	已消除（**画面侧已实机复核**，见 D210 + D211：环由近黑 (7,11,20) → 亮白 (255,255,255)，与「手动 α=1」帧的环带普查逐值相等；期间抓到「异步 tint 覆盖顶点色」的机制缺陷并已修）。另外新增的两份着色器在**打包**场景下的存活已由 `m_AlwaysIncludedShaders` 兜住（Editor/Play 不受影响）
D209	「需要加色项才能表达」的那批件，逐条按现状归类（⛔ 不为了凑效果去改）：① `ghost`(`ui_out/905`，`add=(255,255,255)/α=26/mul=255`) 与 `bar_flow`(`916`，`add=(204,150,227)/mul=255`) —— **我们根本没渲染这两层**（`HudPanel.cs` 的圣水条只取 155/156/157/158/159/160）⇒ 属「未实现的层」，不是「配色错」，加层与否是表现决策；② 法术范围圈（蓝 `add=(51,190,255)`、红 `add=(255,51,0)`、`mul=0`）—— 现在**有能力**按 `.sc` 精确表达，但原版这两个颜色承载的是**队伍**语义（我方施放 / 敌方施放），而 `PlacementIndicator` 用它表示**合法性**（绿=合法 / 红=非法）⇒ 语义不同，改不改是表现决策，⛔ 未擅改；③ 军队整件染色（`add=(4,50,124)` / `(115,0,0)`、`mul=128`）—— 全语料按 8 字节精确匹配**只 1 条实例**且 `blend_mode` = Normal ⇒ 不足以支撑改色；④ Draft 槽 ord 201 = `Multiply(3)` —— 落在 UI 层且是**无名导出**（不满足 `SpriteBlendTable` 的「只收有名导出」闸门），留 UI 片处理，`SpriteBlendMaterial.ForBlend(3)` 与 `SpriteColorTransformMaterial.ForUi(...)` 都现成可用	前四条来自 `blend-impl` 逐实例对 `.sc` 的交叉核对（结论：6 条里 5 条 `.sc` 说 Normal ⇒ 缺的是**加色能力**而非混合能力）与 `ct-apply` 的颜色变换表；「只渲染 155/156/157/158/159/160」取自 `HudPanel.cs` 的常量与注释段（该文件未引 905/916）	出处 = `tools/probes/sc-tag-scan.py --colors`、`tools/probes/sc-color-transform.py`、`.ai-tmp/test/ct-blend-cross.txt`（逐实例交叉核对原始输出）、`client/Assets/Scripts/UI/Panels/HudPanel.cs`	未消除（①③④ 属「未实现 / 证据不足 / 跨层」；② 属表现决策）。能力侧已就绪（见 D208）
D210	TimerBox（`HudPanel` 计时板**外框**，`ResPaths.HudTopRightPlate` = `ui_out/193`）加色落地 + 实机复核：`material=CR_SpriteXform_ui_ui0_0_0_255_255_255_255`（shader `CR/UiColorTransform`，`_ColorMul=(0,0,0,255)` / `_ColorAdd=(255,255,255)`）已生效；同状态 before/after 环像素由近黑 **(7,11,20) → 亮白 (160,160,161)（Δ+153）**；顶点色交回中性白后**自然态环 = (255,255,255)**，与「手动 α=1」那一帧的环带普查**逐值相等**（857/2051 px @inset3、1060/2619 px @inset4，四个数字两两相等）；环外点位在三代图里都读场地色 (11,16,27) = 天然负控	原版该件放置项 `add=(255,255,255) / mul=(0,0,0) / alpha=255` ⇒ **结果色 = 不透明纯白**（与图元像素无关），而顶点色只能乘 ⇒ 表达不了 ⇒ 改用 `SpriteColorTransformMaterial.ForUi(...)` 的共享材质；⛔ 着色器取不到时退化为「原图原色」，不静默换表现	原版 `.sc` `HUD_topRight` 的板件放置项；实机证据 `.ai-tmp/test/ac-ev2-pixels.txt`、`.ai-tmp/test/ac-ev2-timerbox-sheet.png`（六行联络图：g0 无环 / g1 浅灰环 / g2 实心亮白环 / g2-a255 同值）、`.ai-tmp/test/ac-ev2-hash.txt`、`.ai-tmp/test/ac-ev-capture.txt`	已消除（按原版口径落地，非差异）
D211	机制缺陷（已修）：`CrUiStyle.Skin/Dress` 的 tint 是**异步**写进 `Image.color` 的（`CrUiStyle.cs:1542` → `ApplySliced` `:526`，`face = tint ?? white`）⇒ 任何「Skin 返回后又给**同一** Image 设色」的调用点，**冷路径**（首开面板素材未缓存）会被回调覆盖。已按 `.sc` 修正 TimerBox：`Skin` 的两个 tint 参数 → `Color.white`，并删除已失效的 `TimerFrameTint=(1,1,1,0.35)` 与那条「×0.35 压暗」算式	首开面板时素材未缓存 ⇒ 回调晚于调用方设色执行（实测：修正前 `vcol=(255,255,255,89)`、修正后自然态 `vcol=(255,255,255,255)`；环因此由「白@35%」变成规范的不透明纯白）	运行时读数 `.ai-tmp/test/ac-ev-capture.txt`（step3 同一步 `box=0.350/vcol.a=89/ok=False` → `box=1.000/vcol.a=255/ok=True`）；`CrUiStyle.cs:435/526/1542`；同机制先例 `DeckEditPanel.cs:715-739`（`KeepTabStylePinned` 注释已逐字写明本机制）	TimerBox 已修；其它调用点**只判不改**：`client/Assets/Scripts` 共 43 处 `Skin(`/`Dress(`，用 `,(true|false),<ident>);` 筛出 11 处传 tint，逐处看「之后是否再写同一 Image 的 color」⇒ 现行缺陷仅 TimerBox（本轮修）；`DeckEditPanel.BuildTab`（`:935`）由 `KeepTabStylePinned()`（`:731`，每帧幂等）钉回、`HudPanel.Greyify`（`:2087/2096`）由 `RefreshHand` 10 Hz 自愈、其余 9 处之后再无人写该 Image 的 color ⇒ `CrUiStyle.cs` 与 `DeckEditPanel.cs` **保持现状**
D212	单位 / 建筑层 / 特效 / 落点指示的 `Renderer.sharedMaterial` 一度被写成 `null` ⇒ 渲染器落到 Unity 的**错误材质**上整块画成洋红（用户实机：竞技场里带绿血条的单位是一整块洋红／粉块；`fix-place` 另在放牌读条格取到整块纯 (255,0,255)）	无原版差异（是缺陷不是差异）：Unity 不把 `Renderer.sharedMaterial = null` 当"回落默认材质"，实测写 null 后中心像素 = (255,0,255)，重新赋一份真材质即恢复；`SpriteRenderer` 出厂材质是 `Universal Render Pipeline/2D/Sprite-Lit-Default`（不是 `Sprites/Default`）。⚠️ 该陷阱**只对 `Renderer` 系**成立；uGUI `Graphic.material = null` 是**正确**写法（`Image.material == null` 回落 Canvas 默认 `UI/Default`）⇒ 扫描时两者分开判，⛔ 不要把 UI 那处当缺陷	出处 = 本片实机读数 `.ai-tmp/test/fixp-sprite-repro.txt`（A0 未触碰正常 / A1 写 null 洋红 / A2 恢复）+ `.ai-tmp/test/fixp-check.txt`（真实 `UnitView` 路径 Normal→Add→Normal 三轮 magenta=0；负控手写 null ⇒ magenta=1518/1518）+ `.ai-tmp/test/fixp-ind.txt`（`PlacementIndicator` 兜底分支 PASS）	已消除（`SpriteBlendMaterial.For(path, frame, rendererDefault)` + `RememberDefault` / `Set`：⛔ 任何调用点都不再写 null）
D213	资料页统计 6 项（三冠胜场/最高奖杯/常用卡牌/已收集卡牌/累计捐赠/赢得卡牌）显示占位符 —	服务端 PlayerData 只有 Nickname/Deck/Wins/Losses，这 6 项没有对应计数 ⇒ 只画原版版式，⛔ 不编数字	server/game/datadef/player.go 的 type PlayerData struct；基线 策划/基线图/12_主菜单_750x1334.png	服务端补上这 6 项统计（或用户裁决不做统计系统）
D214	统计数值板 / 奖杯板填充 = (51,51,51)（原实现错用资源槽读数 (10,12,14)，板色比原版黑 ~40）	板色是"黑条"观感的直接来源；数值板与资源槽不是同一种板	基线 12_主菜单_750x1334 x60..130/y660..682 主体 (51,51,51)、奖杯板同族 (54,58,59)	已消除（读数一致）
D215	资料页关闭块补上"叉"：帧 ui_out 164 + 按基线叉面标定 (255,171,214)、边长 32.6	缺该节点时右上角只剩一个红方块（用户报"像是缺图/占位"）；索引第 164 行用途列 = 关闭按钮	策划/原版UI素材索引.md 第 164 行；基线关闭块叉面众数 (255,171,214)	已消除
D216	底部导航带由原版 5 格改为 2 等分（编队 0..540 / 对战 540..1080，选中=对战）	用户明说"主界面只保留战斗和编队就行了"，其余页签删掉；原版无 2 页签形态 ⇒ 位置只能按"整带均分"重排	用户原话；原版 5 格边界 = 基线 12_主菜单_750x1334 的 4 处整带高分隔槽	不做（用户点名）
D217	点底栏「对战」不再直接开打，改为打开主菜单内新增的"对战入口"（房间列表 / 人机对战 / 返回 + 模态遮罩），开打须在入口里再点一次	原版点"对战"进配对；本工程没有配对服，服务端要"建房 + 选模式"才开打 ⇒ 页签直接开打被用户判为错（"点击对战为什么直接开战了？"）	用户原话；入口外观逐项对齐 RoomListPanel（ui_out 014 外框 + 019 亮面体 + 447 蓝按钮）	原版配对/天梯链路落地后由它取代
D218	统计项标签色/字号对齐基线：灰 (110,118,132)/FontSmall(24) → 蓝 (0,102,254)/FontBody(32)	原版这批标签是蓝字、字高 18@750 换算 ≈36；灰小字与原版不是同一视觉语言	基线 12_主菜单_750x1334「Wins」字形像素众数 (0,102,254)、字形高 18@750	颜色已对齐；字号取最近档位 32（档位表无 36 档），差 −4 待复核
D219	不可放置区域显示（拖卡时）	原版 `ui_v215.sc` 的 `deployArea_*` 一族（底 `deployArea_base`=frame 251 / 边 241-244 / 角 247-250），导出表见 `策划/原版UI素材名称索引.md:304-316`	新增 `DeployAreaView.cs`：按 `PlacementIndicator.IsLegalDeploy` 逐格取反画出「放不下去」的区域（底铺原版 1×1 底色、边界描原版边条+角件）；区域语义=「画不可放」取自 `策划/参考图/22_对局_720x1600.jpg`（唯一一张拖卡中的截图，被描边着色的是敌方半场）	几何：图元自身像素 ÷ `ArenaView.GroundPxPerTileX`(45.545 px/格) ⇒ 边厚 0.351/0.285 格、角件 1.36×1.21 格；实机三用例见 `.ai-tmp/test/fix-place-report.md` §③
D220	区域显示的未接线部分与观感取舍	原版同族还有 `deployArea_innerCorner_{topLeft,topRight,bottomLeft,bottomRight}`（frame 245/246，凹角用）与 `.sc` 的 placement 颜色变换（ctId，未解出）	只接线了 4 个凸角件；凹角处由边条互相重叠盖住；底色用原版像素自带 alpha(23/255≈9%)，未叠加任何自定色	原版布局坐标（`08` 矩阵 / `0c` 三元组）与 ctId 均未解出 ⇒ 观感比参考图 22 弱、凹角不精确
D221	落点环与「就位读条」共用同一个 `PlacementIndicator`	`PlacementIndicator.ShowDeployRing` → `Update()` 倒计时到点 `SetVisible(false)`；该实例同时是拖放落点环	AI 每出一张牌就会把玩家正在拖动的环一起收掉（实机：用例②③截图时刻 `indVisible=False`，区域仍在）	待办：环改双实例或就位读条与拖动环分离
D222	⚠️ **已按用户要求删除**：卡组编辑页顶部「Decks」页签节点 + 该页专属的宣传区（`BuildBanner`/`BannerLayer`）；页面只剩「Collection」那一屏。	用户 2026-09-26 第 4 条原话「这个是没用的，删了」（截图圈的是左边那颗页签）。删后剩下的 Collection 页签仍按原版实测几何（x=568.7 / 宽 394.0 / 顶边 23.5 / 高 113.0）与实测选中态（tint (0.4342,0.7045,0.7569) + 3.5 高亮顶线）绘制；原版 07 的「两页」版式随之不再适用。	`client/Assets/Scripts/UI/Panels/DeckEditPanel.cs`（`Build` ②、`BuildTab`）；实机图 `.ai-tmp/screenshots/fixdeck-1-slot1.png`（节点读数 `TabDecks=absent` / `TabCollection=PRESENT` / `BannerLayer=absent`）	已按用户口径改（⛔ 不再是"差异"，是用户裁决后的版式）
D223	⚠️ **部分复刻**：编号行由「1..5 + 交换 / 复制」7 颗 → **5 颗卡组号**，且 1..5 变成**真能切的卡组槽**（金色选中态随点击移动 + 卡阵/卡池内容随之切换）。	用户 2026-09-26 第 5 条原话「上面的这些卡组号点击没效果。删除复制和交换按钮」；改前 2..5 号点击只写一个**不存在**的状态行（`ShowDevChrome=false`）⇒ 视觉零反应。	`client/Assets/Scripts/UI/Panels/DeckEditPanel.cs`（`OnDeckNumberClicked`/`RestyleDeckNumbers`/`BuildDeckNumberRow`）；实机读数 `.ai-tmp/test/fix-deck-live.txt` + 三张图 hash 互异 + 日志 `DECK-SLOT-SWITCH from=1 to=3 / 3 to=5 / 5 to=1`	未消除（当时服务端只有一套卡组；该缺口已在下一行 D224 补齐）
D224	✅ **已消除**：原 D158「卡组编辑页切页后页签选中态不更新」（靠 `KeepTabStylePinned` 逐帧钉）—— 页签只剩一颗且恒为当前页，切页路径与重染代码整体删除 ⇒ 该缺陷不可能再发生。	D221 删掉另一颗页签后，"切页"这个动作不存在了；`KeepTabStylePinned`/`RestyleTabs`/`ApplyTabStyle`/`_tab*` 句柄同时删除，`OnUpdate` 不再有逐帧钉。	`client/Assets/Scripts/UI/Panels/DeckEditPanel.cs`（`grep KeepTabStylePinned|RestyleTabs|ApplyTabStyle` = 0 命中）；实机读数 `TabDecks=absent`	已消除（路径消失，非"改对"）
D225	✅ **已补齐（D222 的另一半）**：卡组编辑页 5 个卡组号**各自存在服务端并可保存**，且**切号即设为当前卡组**（不按保存钮也生效）——点到的号若「不是当前号且满 8 张」⇒ 立刻写回该槽并把 `active_slot` 置为该槽（复用 `SaveDeckReq.slot` 语义）；空号 / 不满 8 张**不放行**（对局会拿到空卡组，服务端 `checkDeck` 同样会拒）；点当前号是 no-op；连点时过期回包按请求序号丢弃 ⇒ 不会误写。存档 `decks[5] + active_slot`（`deck` 恒等于当前槽的镜像 ⇒ 对局 / 房间座位缓存 / 档案回包一行未改）；`GetDeckReq.slot`（-1 = 当前）/ `SaveDeckReq.slot`（缺字段 = 0 = 1 号，老客户端行为不变）。	用户第 5 条要的是"卡组号点了有效果"；切了却不能存、或切了进对局仍拿旧卡组 = 都只做一半。	`client/Assets/Scripts/Def/ProtoDef.cs`；`server/game/datadef/player.go`；`server/game/def/msg.go`；`server/game/logic/deck.go`；`server/game/logic/ai.go`（新增座位卡组读数日志）；`client/Assets/Scripts/Module/Deck/DeckManager.cs`（`OnSlotRequest` 的"切号即当前"）；实机：`保存卡组成功 slot=3 active=3`（点号后 39 ms）+ 真对局 `人机对战记录座位卡组 … active_slot=3 deck=[B]` / `人机对战开打 … deck=[B]`（对照：切换前 = A）+ 图 `fixdeck4-switch3-is-active.png`	已落地（服务端 pid 184792：进程在 / 8001+8021+8051 LISTENING / 当日日志无 panic·error）
D226	⚠️ **本工程新增**：卡组编辑页新增一条**可见**的状态行（底行带内、平均圣水 pill 与右侧工具钮之间的空档，宽 396.7 高 75.5，白字黑描边），承载"保存成功 / 保存失败原因 / 当前卡组号与张数"。	原版 07 该页没有状态条；但把状态行放在 `ShowDevChrome` 后面 ⇒ 面板里**所有** `SetStatus` 反馈（含保存失败原因）玩家都看不见 = 静默失效；按用户"卡组号点了有效果"的口径，失败原因必须看得见。	`client/Assets/Scripts/UI/Panels/DeckEditPanel.cs`（`Build` ⑧ 状态行 + `StatusGap`/`StatusInset`）；实机图 `.ai-tmp/screenshots/fixdeck2-3-status-saved.png`（金句）/ `fixdeck2-5-status-fail.png`（红句）	本工程新增（登记为差异，位置取"与保存钮同一条底行带"，⛔ 未自造装饰件）
